Longitude,Latitude,UHI Index
-73.971665,40.78876333,0.9635398013649943
-73.97192833,40.788875,0.9632077312224944
-73.96708,40.78908,0.959777032671604
-73.97255,40.78908167,0.9610857879549977
-73.96969667,40.78795333,0.9598218181649953
-73.97021167,40.78418333,0.9623951444938114
-73.96975167,40.78470833,0.9615859450673538
-73.96676667,40.78886333,0.9572070866345672
-73.97130333,40.788585,0.9616847162324988
-73.966635,40.78418333,0.9624864927625056
-73.98672167,40.78182667,0.9755448125862545
-73.95032333,40.81512333,0.9720489102300018
-73.98230833,40.76774167,0.9713030298274994
-73.96508333,40.78370667,0.9690419478400062
-73.97968333,40.77094667,0.9680854058300041
-73.95570333,40.79593833,0.9747043641348175
-73.97289167,40.78512667,0.9682407721649983
-73.95583833,40.78309833,0.9701914212475006
-73.96325,40.781915,0.969098895579799
-73.94459,40.777375,0.9732022476605411
-73.97195,40.78476,0.9698788847312452
-73.94579667,40.781725,0.9757050879854116
-73.98071167,40.78740333,0.9778876352795873
-73.96015833,40.758905,0.9728583503839607
-73.98460333,40.78264333,0.9702197648619019
-73.97688333,40.79036333,0.9771622796377115
-73.94998833,40.81563833,0.9748239952324953
-73.94784,40.77889,0.9750170165402509
-73.973275,40.78934667,0.965812303152494
-73.95970667,40.79867333,0.9741720555775071
-73.94704833,40.78009,0.9712771858750063
-73.982415,40.76795333,0.9702226748966687
-73.97984667,40.78694667,0.9752584210824957
-73.98738167,40.78111,0.9758136741527133
-73.97607667,40.789975,0.9724642235125028
-73.96195667,40.79138333,0.969314665901872
-73.97963,40.78667,0.974521255426246
-73.95438833,40.78251333,0.9691756772425038
-73.96295833,40.79177333,0.9723088566333281
-73.941705,40.790355,0.9763810285889977
-73.98581667,40.78309667,0.9692321742920855
-73.96991,40.79022,0.972737693523747
-73.95996333,40.79833667,0.9741448593581287
-73.98242,40.76804,0.9702226748966687
-73.97728333,40.77158667,0.9797534487181275
-73.94637333,40.77291833,0.9679549819224963
-73.96973667,40.79016,0.9718172130524997
-73.95559167,40.796185,0.9762467408969628
-73.96010333,40.75887667,0.9725663991350024
-73.97565,40.78978167,0.9735118224749919
-73.95958667,40.79883167,0.970588703617505
-73.95093167,40.81433333,0.9722135930000014
-73.98085833,40.76942167,0.978310113162175
-73.96359333,40.78273833,0.9672740123500043
-73.96236,40.78117,0.9690089811739659
-73.98243167,40.76812833,0.9702869853300006
-73.98065667,40.78737833,0.978698367185837
-73.96223833,40.79151333,0.969314665901872
-73.97228167,40.784905,0.9692081335074957
-73.984475,40.78302333,0.9726866057049919
-73.97515667,40.78964,0.9737621523074916
-73.96217833,40.78093667,0.9674852750558385
-73.95764833,40.7896,0.9823145854415896
-73.89286,40.84138833,0.9856000764525021
-73.95836333,40.78989667,0.9808059458100052
-73.93310667,40.79522,0.9848758333174978
-73.898815,40.80721667,0.9766998159499923
-73.975995,40.78651667,0.9813040806782479
-73.98061167,40.78789333,0.9779026606250018
-73.96706333,40.807085,0.9786746862945873
-73.96702333,40.79345333,0.9869968744899985
-73.98249667,40.77439333,0.9817268016667731
-73.95459,40.79726333,0.9806486682221778
-73.93384167,40.79543,0.9832485394199938
-73.97887167,40.78633833,0.9812250448925013
-73.98053,40.78922667,0.9772188665460031
-73.9723,40.79635667,0.9808238605541938
-73.98471,40.785675,0.9859991103346418
-73.98227833,40.77546,0.9815364999816674
-73.94239,40.78637333,0.9839565549649986
-73.97824333,40.78618,0.9788985106399916
-73.97923667,40.78652667,0.9786875786069548
-73.977965,40.79070667,0.9752784052531268
-73.973785,40.78925667,0.9735339705235336
-73.95881833,40.79981333,0.9736001741991704
-73.98191,40.76774,0.9755844808774984
-73.98061833,40.78785167,0.9769362013550045
-73.92448833,40.84360667,0.9844038513767284
-73.89894667,40.80784333,0.9794367952425038
-73.95300667,40.768135,0.9830385386383286
-73.956465,40.79106833,0.9785952386189721
-73.94668333,40.78053667,1.0008681675388684
-73.955205,40.795475,0.9832071682689529
-73.97388833,40.79209333,0.9769742167797872
-73.95322833,40.78605333,0.9767791520699969
-73.97746833,40.78691833,0.9849162675783326
-73.93201,40.79670167,0.9841080149966639
-73.982295,40.77552167,0.984300796011247
-73.94437,40.77540667,0.9804369723166633
-73.97374167,40.79201333,0.9769742167797872
-73.94584167,40.78166,0.9769542928216594
-73.97750833,40.78687833,0.9809988768566655
-73.98251167,40.77422333,0.9823091264775019
-73.95585,40.80458667,0.9856547703299965
-73.89406167,40.84209167,0.9770073639866693
-73.94356667,40.776545,0.9763894131287458
-73.97264167,40.79146333,0.982327187503752
-73.980605,40.78903,0.9778498557989295
-73.95382833,40.78774167,0.9790046528175042
-73.96049833,40.75905833,0.9814401546558296
-73.94182667,40.79043,0.9795514266113327
-73.95644,40.78324167,0.9738267629774952
-73.95949,40.75906667,0.9779209923359786
-73.97020667,40.79417333,0.9848984766686457
-73.89813167,40.81011333,0.9795232831283336
-73.94727833,40.77857833,0.9791972834187522
-73.97653167,40.78666,0.9765825505149708
-73.98390167,40.78367667,0.9804050572375027
-73.899475,40.80542167,0.9801604374891609
-73.95653167,40.79101833,0.9785952386189721
-73.94396667,40.77597333,0.9792204076317479
-73.98472333,40.78499833,0.9761556414200004
-73.94893667,40.77330833,0.9842705941162564
-73.98470667,40.78573,0.9858199339637571
-73.96068667,40.75916167,0.9814401546558296
-73.951185,40.79774,0.9816212454775014
-73.95443833,40.797615,0.9856535082800019
-73.97065667,40.76783,0.9845286621897873
-73.95697833,40.783335,0.9815560934375016
-73.95362833,40.78617833,0.9753756222674962
-73.93213833,40.79653667,0.9906300226385427
-73.95492333,40.79676667,0.9803942299371071
-73.887255,40.82287167,0.980030013324584
-73.95680833,40.79073667,0.9758902490898674
-73.92461167,40.84343167,0.9781508869520785
-73.902365,40.80613167,0.9825238151199939
-73.89948167,40.81362667,0.9786541913299962
-73.9465,40.78071167,0.9774004087685342
-73.947145,40.805955,0.9894036075844603
-73.95983667,40.80953,0.9719247976174961
-73.95479667,40.79690667,0.9821249293319214
-73.945695,40.78186167,0.9757050879854116
-73.971625,40.791,0.9840989992624993
-73.97831833,40.7908,0.9772328581019945
-73.97892167,40.79080333,0.9810349389045779
-73.88750833,40.8226,0.9769043467012436
-73.983185,40.78434667,0.9821420395800077
-73.97217667,40.7966,0.978874228835001
-73.94266,40.78591667,0.982555910235004
-73.94932167,40.77342667,0.9830132354924964
-73.98251167,40.77396333,0.9808840798225024
-73.94351667,40.77660833,0.9746489748066608
-73.95702833,40.79038833,0.9772885868615382
-73.96737333,40.806175,0.9802991754658369
-73.95818167,40.78188,0.9826100929193801
-73.94980333,40.816245,0.9788919597575055
-73.91806833,40.83678667,0.980151722599997
-73.95192833,40.77375833,0.9815923954699944
-73.95868167,40.79000333,0.9753611977116701
-73.96004167,40.773365,0.9850278944174973
-73.89871333,40.806685,0.9733229178970764
-73.92465667,40.843095,0.982142340095007
-73.98121,40.76888333,0.9802253830002381
-73.954495,40.78656667,0.9774672130837517
-73.95993833,40.77355667,0.985667091950001
-73.97859167,40.790915,0.980104283893211
-73.95254167,40.76849333,0.9826928098874964
-73.97175333,40.79723333,0.9800387282274978
-73.96372167,40.79215333,0.9755186677149955
-73.95286,40.78659167,0.9806085068474948
-73.961075,40.75933833,0.9798028236766588
-73.97226167,40.79645333,0.9801695986493426
-73.96766833,40.80002167,0.9946056379000034
-73.949095,40.79414667,0.9934777632753642
-73.96059167,40.797535,0.9839520472124932
-73.93322,40.795155,0.9852003905674984
-73.94806167,40.78681,0.9844217532374923
-73.899135,40.81350667,0.9863061386452059
-73.90962667,40.84315667,0.9845266938595766
-73.95757833,40.76121,0.9884783155685003
-73.91770833,40.83735333,0.984318976960001
-73.98724667,40.77075833,0.9902733404487545
-73.87953667,40.80615167,0.9958819746313651
-73.97206,40.765805,0.9901612903682958
-73.9024,40.83370667,0.9904631458258302
-73.95461833,40.79562833,0.9874733126025064
-73.90329667,40.811215,0.9913829477747451
-73.93413833,40.79555833,0.9957518059950065
-73.90040833,40.81547667,0.9924707730277125
-73.95488,40.80417,0.9892819984058392
-73.92372,40.84413333,0.9886841216489595
-73.895605,40.80892667,0.9859940533599948
-73.95195833,40.7693,0.9878698737904201
-73.92564667,40.84142667,0.9872288728199945
-73.942635,40.79075333,0.995265871653752
-73.92131667,40.83194167,0.991673203914997
-73.98715333,40.77091833,0.9902733404487545
-73.89874,40.81051333,0.9813329902729202
-73.897585,40.81975,0.9933828392099956
-73.90627,40.843665,0.9904591189662557
-73.970495,40.767875,0.9851811574458273
-73.941085,40.79014833,0.9858448938276215
-73.97013333,40.79409667,0.9844031815062477
-73.88117167,40.80541333,0.9930778149600041
-73.91002833,40.84028333,0.9903943579931197
-73.88944167,40.80749333,0.9997045602073495
-73.95901667,40.75951,0.9846882685948414
-73.90356167,40.817495,0.9854417042508391
-73.96688667,40.807605,0.9904095335837514
-73.97541167,40.786255,0.9845185195699946
-73.912915,40.835245,0.9918373450824234
-73.89614833,40.81892,0.9883057249192135
-73.95433333,40.78149167,0.9906538530674943
-73.92512667,40.84229167,0.9917946118258311
-73.90222167,40.80517667,0.982463471429586
-73.917745,40.83730333,0.984318976960001
-73.95701833,40.76218833,0.9860027680695878
-73.91789333,40.83208833,0.9930750629967606
-73.956985,40.76223,0.9860027680695878
-73.96148333,40.75945667,0.9800097289087423
-73.90956,40.84112667,0.9872922818924986
-73.94763167,40.7854,0.9909502521385398
-73.97201333,40.765855,0.9901612903682958
-73.95799667,40.76086,0.9840744280275776
-73.96383333,40.76041333,0.987964536321675
-73.88087333,40.80545833,0.9905011563658888
-73.98283833,40.782095,0.9910787833291704
-73.94646,40.785155,0.9900527615962449
-73.90953333,40.84341,0.9880610021155576
-73.969145,40.793605,0.984912345871452
-73.94900333,40.79004833,0.9902230335185375
-73.95807667,40.80547333,0.9940764296674929
-73.98504833,40.780215,0.9882591617858266
-73.89324667,40.84277667,0.9900537747880687
-73.95255667,40.786845,0.9873610402792455
-73.95508,40.79237667,0.9918435487667518
-73.92208333,40.841025,0.9964135422525042
-73.892235,40.842125,0.9827923559174973
-73.88972167,40.80855,0.9938807936987495
-73.958945,40.75958833,0.9932100419295822
-73.96860667,40.76490833,0.9900475026152029
-73.95697833,40.81226,0.9855211908668786
-73.971345,40.76693167,0.9875920163349953
-73.88797,40.82323333,0.9851405879100019
-73.97463167,40.79340167,0.9819967399560434
-73.946495,40.785135,0.9900527615962449
-73.95584,40.79158,0.9815725316514512
-73.91757833,40.84419667,0.9879720492608388
-73.90011833,40.81484833,0.9831920422725052
-73.97195667,40.76595333,0.987381657882641
-73.97126833,40.767035,0.9880486804070786
-73.93475833,40.7991,0.9901216396699953
-73.96877667,40.76495667,0.9913282115224963
-73.94826333,40.79514333,0.9940635076500044
-73.971365,40.79778667,0.9846017627299934
-73.95539167,40.79191833,0.9860774795192614
-73.95947,40.7742,0.9923811587362564
-73.96063833,40.772585,0.9862585927868431
-73.903525,40.80943333,0.9915076193624947
-73.971035,40.76733,0.9879198620852958
-73.90302833,40.80945167,0.9916073907824932
